"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Reproductive Process (GO:2000243)","1/33",0.387845260090254,0.529360836661975,0,0,2.09109268707483,1.98057599848103,"INHBA"
"Positive Regulation Of Small Molecule Metabolic Process (GO:0062013)","1/33",0.387845260090254,0.529360836661975,0,0,2.09109268707483,1.98057599848103,"PMAIP1"
"Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628)","1/33",0.387845260090254,0.529360836661975,0,0,2.09109268707483,1.98057599848103,"SFRP2"
"Regulation Of Epithelial Cell Proliferation (GO:0050678)","2/91",0.38922318242024,0.529901775251677,0,0,1.50446753844384,1.41961912908326,"SFRP2;TGFB1"
"Positive Regulation Of Binding (GO:0051099)","2/91",0.38922318242024,0.529901775251677,0,0,1.50446753844384,1.41961912908326,"DTX3L;PARP9"
"Cellular Response To Organic Cyclic Compound (GO:0071407)","3/152",0.389234533226716,0.529901775251677,0,0,1.34844166590052,1.27235342291693,"TGFB1;ATP1A3;EZR"
"Positive Regulation Of Protein Catabolic Process (GO:0045732)","2/92",0.394434691765389,0.535268622002549,0,0,1.48767538869928,1.38398694204886,"EZR;TNFSF13B"
"ATP Metabolic Process (GO:0046034)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"TGFB1"
"Apoptotic Mitochondrial Changes (GO:0008637)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"IFI6"
"Cellular Response To Glucose Stimulus (GO:0071333)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"SELENOT"
"Semaphorin-Plexin Signaling Pathway (GO:0071526)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"SEMA7A"
"Superoxide Metabolic Process (GO:0006801)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"NOX4"
"Glial Cell Differentiation (GO:0010001)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"VCAN"
"Negative Regulation Of JNK Cascade (GO:0046329)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"PTPN22"
"Organophosphate Biosynthetic Process (GO:0090407)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"DCK"
"Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"PMAIP1"
"Protein Targeting To Vacuole (GO:0006623)","1/34",0.396889449004134,0.535268622002549,0,0,2.02762317048031,1.87372150898411,"LAPTM5"
"Epithelium Development (GO:0060429)","3/154",0.397188708893834,0.535268622002549,0,0,1.33044543227796,1.22845850649782,"TGFB1;STAT1;WNT7B"
"Regulation Of Gene Expression (GO:0010468)","18/1127",0.398340561367549,0.536369418628634,0,0,1.08963420390439,1.00295157768561,"CCR1;MSR1;TGFB1;LEF1;FN1;RHOH;SOX11;PTPN22;INHBA;PARP9;MYT1;FOXP3;ADAM19;SFRP2;PTPRC;LAMP3;CCN4;EZR"
"Positive Regulation Of Cellular Component Biogenesis (GO:0044089)","2/93",0.399625926081217,0.537433287891768,0,0,1.47125229719086,1.34947138070376,"TGFB1;SDC1"
"Monoatomic Cation Transmembrane Transport (GO:0098655)","5/281",0.399802027407306,0.537433287891768,0,0,1.21370564717641,1.11270808556744,"SLC24A2;SLC40A1;KCNK15;ATP1A3;MCOLN2"
"Response To Exogenous dsRNA (GO:0043330)","1/35",0.405800461869185,0.542762355432386,0,0,1.96788715486194,1.77482505369304,"IFIT1"
"Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)","1/35",0.405800461869185,0.542762355432386,0,0,1.96788715486194,1.77482505369304,"PMAIP1"
"Macrophage Activation (GO:0042116)","1/35",0.405800461869185,0.542762355432386,0,0,1.96788715486194,1.77482505369304,"FCGR3A"
"Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)","1/35",0.405800461869185,0.542762355432386,0,0,1.96788715486194,1.77482505369304,"INHBA"
"Positive Regulation Of Cell Development (GO:0010720)","1/35",0.405800461869185,0.542762355432386,0,0,1.96788715486194,1.77482505369304,"SOX11"
"Regulation Of Axon Extension (GO:0030516)","1/35",0.405800461869185,0.542762355432386,0,0,1.96788715486194,1.77482505369304,"SEMA7A"
"Inorganic Cation Transmembrane Transport (GO:0098662)","5/284",0.408545305849363,0.54597749137298,0,0,1.2004696576443,1.07460337079696,"SLC24A2;SLC40A1;KCNK15;ATP1A3;MCOLN2"
"Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)","15/938",0.411515189489011,0.549487755105843,0,0,1.09011762885002,0.967925632048398,"EOMES;TGFB1;STAT1;LEF1;SOX11;INHBA;HOXC11;FOXP3;RUNX2;HOXC10;HELZ2;CXCL10;SFRP2;TFEC;IRF7"
"Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799)","1/36",0.414580253152498,0.552198823042553,0,0,1.91156462585034,1.68311106917779,"TGFB1"
"Positive Regulation Of Phospholipase C Activity (GO:0010863)","1/36",0.414580253152498,0.552198823042553,0,0,1.91156462585034,1.68311106917779,"CD86"
"Receptor Signaling Pathway Via JAK-STAT (GO:0007259)","1/36",0.414580253152498,0.552198823042553,0,0,1.91156462585034,1.68311106917779,"STAT1"
"Regulation Of Protein Metabolic Process (GO:0051246)","2/96",0.415072719763459,0.552395198953697,0,0,1.42407958753903,1.25219538260328,"TGFB1;INHBA"
"Negative Regulation Of Apoptotic Process (GO:0043066)","8/482",0.417882079914022,0.555672101281022,0,0,1.13091930195975,0.986790413082951,"COMP;FCMR;CBX4;LAMP3;F2R;LEF1;IFI6;EVI2B"
"Regulation Of Defense Response (GO:0031347)","2/97",0.420177693328343,0.557230615657468,0,0,1.40901742410634,1.22172741520645,"SEMA7A;PTPN22"
"Aortic Valve Morphogenesis (GO:0003180)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"TGFB1"
"Regulation Of Ossification (GO:0030278)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"SOX11"
"Calcium Ion Import Across Plasma Membrane (GO:0098703)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"SLC24A2"
"Synaptic Vesicle Cycle (GO:0099504)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"SYNDIG1"
"Ventricular Septum Development (GO:0003281)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"SOX11"
"Melanosome Organization (GO:0032438)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"AP1S3"
"Negative Regulation Of Endothelial Cell Migration (GO:0010596)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"TGFB1"
"Negative Regulation Of Transferase Activity (GO:0051348)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"DTX3L"
"Positive Regulation Of Exocytosis (GO:0045921)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"SDC1"
"Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"F2R"
"Regulation Of Cellular Component Biogenesis (GO:0044087)","1/37",0.42323074868175,0.557230615657468,0,0,1.85837112622827,1.5978976357838,"EZR"
"MAPK Cascade (GO:0000165)","2/98",0.425259908533883,0.558982851857756,0,0,1.39426905574516,1.19217637538831,"TGFB1;CCR5"
"Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)","2/98",0.425259908533883,0.558982851857756,0,0,1.39426905574516,1.19217637538831,"TGFB1;MRPL13"
"Regulation Of Intracellular Transport (GO:0032386)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"LCP1"
"Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"SELL"
"Regulation Of Protein Import Into Nucleus (GO:0042306)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"TGFB1"
"Response To Transforming Growth Factor Beta (GO:0071559)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"TGFB1"
"Establishment Of Protein Localization To Plasma Membrane (GO:0061951)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"RAB31"
"Membrane Assembly (GO:0071709)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"UGCG"
"Negative Regulation Of Type I Interferon Production (GO:0032480)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"LILRA4"
"Positive Regulation Of Bone Mineralization (GO:0030501)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"ISG15"
"Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098)","1/38",0.431753846164197,0.563356078002347,0,0,1.80805295091009,1.51858304730791,"NOX4"
"Regulation Of Mitochondrial Membrane Potential (GO:0051881)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"PMAIP1"
"Regulation Of Protein Targeting To Mitochondrion (GO:1903214)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"RAC2"
"Vesicle Cytoskeletal Trafficking (GO:0099518)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"BICDL1"
"Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"PTPRO"
"Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"LAMP3"
"Negative Regulation Of Transport (GO:0051051)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"TRAT1"
"Odontogenesis (GO:0042476)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"INHBA"
"Organelle Transport Along Microtubule (GO:0072384)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"BICDL1"
"Positive Regulation Of ATP-dependent Activity (GO:0032781)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"VMP1"
"Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"PMAIP1"
"Positive Regulation Of Lymphocyte Differentiation (GO:0045621)","1/39",0.440151415585711,0.569210352465851,0,0,1.76038310060866,1.4446345998252,"RHOH"
"Negative Regulation Of DNA-templated Transcription (GO:0045892)","16/1025",0.444422749428763,0.574270235541122,0,0,1.0626085659175,0.861753265325199,"EOMES;TGFB1;CBX4;STAT1;LEF1;SOX11;AEBP1;PARP9;FOXP3;RUNX2;SFRP2;IFI27;BASP1;TFEC;IRF7;EZR"
"Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"PTPRC"
"Aortic Valve Development (GO:0003176)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"TGFB1"
"Regulation Of Protein Dephosphorylation (GO:0035304)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"TGFB1"
"Endothelial Cell Migration (GO:0043542)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"STAT1"
"Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"EZR"
"Negative Regulation Of Cell-Cell Adhesion (GO:0022408)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"TGFB1"
"Negative Regulation Of Secretion By Cell (GO:1903531)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"RSAD2"
"Positive Regulation Of Wound Healing (GO:0090303)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"F2R"
"Protein Localization To Chromosome (GO:0034502)","1/40",0.448425299450826,0.575263545208953,0,0,1.715157858015,1.37557918692151,"LEF1"
"Regulation Of Cell Cycle (GO:0051726)","5/298",0.449065557672907,0.575623665199619,0,0,1.14228551253384,0.914498239075605,"TGFB1;PTPRC;TP53INP1;EVI2B;TNFSF13B"
"Inorganic Cation Import Across Plasma Membrane (GO:0098659)","2/103",0.450314821015883,0.576763222757143,0,0,1.3249079174129,1.05702258434656,"SLC24A2;ATP1A3"
"Positive Regulation Of Kinase Activity (GO:0033674)","2/104",0.45525185350056,0.580143078383562,0,0,1.31185170313859,1.03230199409173,"PTPRC;EEF1A2"
"Brain Development (GO:0007420)","3/169",0.455789354417369,0.580143078383562,0,0,1.20929608846344,0.950173586545305,"EOMES;CNTNAP2;CXCR4"
"Acylglycerol Metabolic Process (GO:0006639)","1/41",0.456577313406176,0.580143078383562,0,0,1.67219387755102,1.3109953714457,"LCP1"
"Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)","1/41",0.456577313406176,0.580143078383562,0,0,1.67219387755102,1.3109953714457,"PMAIP1"
"Cellular Response To Retinoic Acid (GO:0071300)","1/41",0.456577313406176,0.580143078383562,0,0,1.67219387755102,1.3109953714457,"WNT7B"
"Stem Cell Differentiation (GO:0048863)","1/41",0.456577313406176,0.580143078383562,0,0,1.67219387755102,1.3109953714457,"PTPRC"
"Non-Canonical Wnt Signaling Pathway (GO:0035567)","1/41",0.456577313406176,0.580143078383562,0,0,1.67219387755102,1.3109953714457,"SFRP2"
"Positive Regulation Of Actin Filament Polymerization (GO:0030838)","1/41",0.456577313406176,0.580143078383562,0,0,1.67219387755102,1.3109953714457,"CCL11"
"Positive Regulation Of Response To Biotic Stimulus (GO:0002833)","1/41",0.456577313406176,0.580143078383562,0,0,1.67219387755102,1.3109953714457,"LY86"
"Positive Regulation Of Viral Process (GO:0048524)","1/41",0.456577313406176,0.580143078383562,0,0,1.67219387755102,1.3109953714457,"IFIT1"
"Intrinsic Apoptotic Signaling Pathway (GO:0097193)","2/105",0.460163406886267,0.58340345387439,0,0,1.29904900758806,1.00828757105973,"IFI6;PMAIP1"
"Negative Regulation Of MAPK Cascade (GO:0043409)","2/105",0.460163406886267,0.58340345387439,0,0,1.29904900758806,1.00828757105973,"PTPRC;EZR"
"Regulation Of Neurotransmitter Receptor Activity (GO:0099601)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"CACNG4"
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"SFRP2"
"Cellular Response To Glucose Starvation (GO:0042149)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"PMAIP1"
"Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"LAPTM5"
"Ceramide Biosynthetic Process (GO:0046513)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"CERS6"
"Substantia Nigra Development (GO:0021762)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"BASP1"
"Translational Elongation (GO:0006414)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"EEF1A2"
"Keratinocyte Differentiation (GO:0030216)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"UGCG"
"Lipid Modification (GO:0030258)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"PLPP4"
"Modulation By Host Of Symbiont Process (GO:0051851)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"LEF1"
"Positive Regulation Of Neuron Differentiation (GO:0045666)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"SOX11"
"Potassium Ion Import Across Plasma Membrane (GO:1990573)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"ATP1A3"
"Regulation Of Axonogenesis (GO:0050770)","1/42",0.464609246527075,0.58340345387439,0,0,1.63132570101211,1.25050667490695,"PLXNC1"
"Positive Regulation Of Cell Growth (GO:0030307)","2/106",0.465049157189066,0.583498198009165,0,0,1.28649251772119,0.984954321230444,"SEMA7A;SFRP2"
"Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)","3/172",0.4672349100766,0.585323232419903,0,0,1.18764691578179,0.903708006530881,"CD84;SELL;CD6"
"Generation Of Neurons (GO:0048699)","3/172",0.4672349100766,0.585323232419903,0,0,1.18764691578179,0.903708006530881,"WNT7B;SOX11;RUNX2"
"Monoatomic Ion Transport (GO:0006811)","2/107",0.469908795471359,0.587351786894888,0,0,1.27417519908987,0.962278332119289,"SLC24A2;SLC20A1"
"Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"ITGA4"
"Learning (GO:0007612)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"CNTNAP2"
"Negative Regulation Of BMP Signaling Pathway (GO:0030514)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"SKIL"
"Positive Regulation Of T Cell Mediated Immunity (GO:0002711)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"IL12RB1"
"Positive Regulation Of Biomineral Tissue Development (GO:0070169)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"ISG15"
"Positive Regulation Of miRNA Transcription (GO:1902895)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"TGFB1"
"Positive Regulation Of Stress Fiber Assembly (GO:0051496)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"GPR65"
"Regulation Of JUN Kinase Activity (GO:0043506)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"PTPN22"
"Regulation Of Cellular Component Size (GO:0032535)","1/43",0.472522861661846,0.587351786894888,0,0,1.59240362811791,1.19377587235648,"EZR"
"Regulation Of Inflammatory Response (GO:0050727)","4/240",0.473517649311396,0.588131696313068,0,0,1.13396237404625,0.847711821458835,"SEMA7A;CCN4;TLR7;LCP1"
"Regulation Of Autophagy (GO:0010506)","4/241",0.476720356101084,0.591532425727506,0,0,1.12911972392594,0.836480362872804,"LAMP3;EEF1A2;TP53INP1;PTPN22"
"Cell-Matrix Adhesion (GO:0007160)","2/109",0.479548573269509,0.591532425727506,0,0,1.25023125259162,0.91880756230915,"ITGA4;FN1"
"Autophagosome Maturation (GO:0097352)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"VMP1"
"Regulation Of Transport (GO:0051049)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"TRAT1"
"Regulation Of Viral Entry Into Host Cell (GO:0046596)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"LRRC15"
"Embryonic Organ Morphogenesis (GO:0048562)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"SOX11"
"Negative Regulation Of Immune System Process (GO:0002683)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"FOXP3"
"Nucleobase-Containing Compound Catabolic Process (GO:0034655)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"RNASE6"
"Positive Regulation Of Chemotaxis (GO:0050921)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"TGFB1"
"Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"SIRPG"
"Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)","1/44",0.480319895968618,0.591532425727506,0,0,1.55529188419554,1.14050012231974,"TGFB1"
"Regulation Of Protein Modification Process (GO:0031399)","1/45",0.488002061059542,0.598690651154274,0,0,1.51986703772418,1.09040679559923,"FN1"
"Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)","1/45",0.488002061059542,0.598690651154274,0,0,1.51986703772418,1.09040679559923,"TGFB1"
"Triglyceride Metabolic Process (GO:0006641)","1/45",0.488002061059542,0.598690651154274,0,0,1.51986703772418,1.09040679559923,"LCP1"
"Hexose Metabolic Process (GO:0019318)","1/45",0.488002061059542,0.598690651154274,0,0,1.51986703772418,1.09040679559923,"OAS1"
"Zymogen Activation (GO:0031638)","1/45",0.488002061059542,0.598690651154274,0,0,1.51986703772418,1.09040679559923,"CYFIP2"
"Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)","2/111",0.4890805553499,0.599554340823269,0,0,1.22716598302909,0.877703555412089,"SKIL;ASPN"
"Protein Transport (GO:0015031)","5/313",0.491654667400417,0.601067606637156,0,0,1.08581504702194,0.770905560369363,"VMP1;RAB31;SYNDIG1;LAPTM5;RAB19"
"Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"CD6"
"Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"IFI6"
"Regulation Of Fibroblast Proliferation (GO:0048145)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"FN1"
"Regulation Of Nervous System Development (GO:0051960)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"LEF1"
"Development Of Primary Male Sexual Characteristics (GO:0046546)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"INHBA"
"Epithelial Cell Migration (GO:0010631)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"STAT1"
"Male Gonad Development (GO:0008584)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"INHBA"
"Mitotic G2/M Transition Checkpoint (GO:0044818)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"TNFSF13B"
"Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"HOXC10"
"Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"TGFB1"
"Positive Regulation Of Cell-Cell Adhesion (GO:0022409)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"SIRPG"
"Positive Regulation Of Peptide Hormone Secretion (GO:0090277)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"SELENOT"
"Protein Sumoylation (GO:0016925)","1/46",0.49557104357342,0.601067606637156,0,0,1.48601662887377,1.0432498873165,"CBX4"
"Regulation Of Protein Ubiquitination (GO:0031396)","2/113",0.498502774367631,0.604165739411489,0,0,1.20493189435169,0.838808668134726,"LAPTM5;ISG15"
"Golgi To Plasma Membrane Transport (GO:0006893)","1/47",0.503028505451591,0.607525366201659,0,0,1.4536379769299,0.998806922086457,"RAB31"
"Cognition (GO:0050890)","1/47",0.503028505451591,0.607525366201659,0,0,1.4536379769299,0.998806922086457,"JAKMIP1"
"Negative Regulation Of Hydrolase Activity (GO:0051346)","1/47",0.503028505451591,0.607525366201659,0,0,1.4536379769299,0.998806922086457,"CST7"
"Positive Regulation Of Lymphocyte Activation (GO:0051251)","1/47",0.503028505451591,0.607525366201659,0,0,1.4536379769299,0.998806922086457,"SIRPG"
"Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)","2/114",0.503172164636727,0.607525366201659,0,0,1.19411262798635,0.82014388831905,"SFRP2;PTPRO"
"Macromolecule Biosynthetic Process (GO:0009059)","3/183",0.508240744538265,0.613182691790326,0,0,1.11444063926941,0.754253465992719,"EEF1A2;INHBA;MRPL13"
"Cellular Response To Mechanical Stimulus (GO:0071260)","1/48",0.510376084362559,0.613908423038661,0,0,1.42263713996237,0.956876274548159,"TLR7"
"Cytoplasmic Microtubule Organization (GO:0031122)","1/48",0.510376084362559,0.613908423038661,0,0,1.42263713996237,0.956876274548159,"EZR"
"Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)","1/48",0.510376084362559,0.613908423038661,0,0,1.42263713996237,0.956876274548159,"TGFB1"
"Post-Translational Protein Modification (GO:0043687)","1/48",0.510376084362559,0.613908423038661,0,0,1.42263713996237,0.956876274548159,"PARP9"
"Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)","7/456",0.510823981853304,0.613985882092448,0,0,1.04237812422668,0.700196872461187,"SFRP2;TGFB1;CBX4;BASP1;LEF1;FOXP3;RUNX2"
"Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)","2/117",0.517011075623678,0.618896374648556,0,0,1.1627837958154,0.76707798392142,"TGFB1;SH2D1A"
"Antibacterial Humoral Response (GO:0019731)","1/49",0.517615393912815,0.618896374648556,0,0,1.39292800453515,0.91727484318882,"RNASE6"
"Erythrocyte Differentiation (GO:0030218)","1/49",0.517615393912815,0.618896374648556,0,0,1.39292800453515,0.91727484318882,"INHBA"
"Neurogenesis (GO:0022008)","1/49",0.517615393912815,0.618896374648556,0,0,1.39292800453515,0.91727484318882,"CXCR4"
"Nuclear Export (GO:0051168)","1/49",0.517615393912815,0.618896374648556,0,0,1.39292800453515,0.91727484318882,"TGFB1"
"Positive Regulation Of miRNA Metabolic Process (GO:2000630)","1/49",0.517615393912815,0.618896374648556,0,0,1.39292800453515,0.91727484318882,"TGFB1"
"Proton Transmembrane Transport (GO:1902600)","1/49",0.517615393912815,0.618896374648556,0,0,1.39292800453515,0.91727484318882,"ATP1A3"
"Regulation Of Protein Binding (GO:0043393)","2/118",0.521567032817162,0.623155835477818,0,0,1.15270095327763,0.750313193156007,"DTX3L;IFIT1"
"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)","1/50",0.524748024205652,0.623698282667593,0,0,1.36443148688047,0.879836023363404,"CCR1"
"Regulation Of Interleukin-12 Production (GO:0032655)","1/50",0.524748024205652,0.623698282667593,0,0,1.36443148688047,0.879836023363404,"LAPTM5"
"Cell Chemotaxis (GO:0060326)","1/50",0.524748024205652,0.623698282667593,0,0,1.36443148688047,0.879836023363404,"LEF1"
"Intracellular Iron Ion Homeostasis (GO:0006879)","1/50",0.524748024205652,0.623698282667593,0,0,1.36443148688047,0.879836023363404,"SLC40A1"
"Negative Regulation Of Cell Projection Organization (GO:0031345)","1/50",0.524748024205652,0.623698282667593,0,0,1.36443148688047,0.879836023363404,"PTPRO"
"Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)","1/50",0.524748024205652,0.623698282667593,0,0,1.36443148688047,0.879836023363404,"CNTNAP2"
"Positive Regulation Of Developmental Growth (GO:0048639)","1/50",0.524748024205652,0.623698282667593,0,0,1.36443148688047,0.879836023363404,"SEMA7A"
